Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
19811171,2/10/2011 10:26,2/22/2011 7:11,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10474,1314 SENECA AVE,SENECA AVE,FAILE ST,BRYANT AVE,,,ADDRESS,BRONX,,N/A,Closed,,2/22/2011 7:11,02 BRONX,BRONX,1015532,237659,Unspecified,BRONX,,,,,,,,40.81893933,-73.8869813,"(40.81893932615144, -73.88698130286163)"
19811170,2/10/2011 11:00,2/11/2011 8:59,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11211,242 S 1 ST,S 1 ST,ROEBLING ST,HAVEMEYER ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/11/2011 8:59,01 BROOKLYN,BROOKLYN,995994,198830,Unspecified,BROOKLYN,,,,,,,,40.71241137,-73.95763794,"(40.71241137254676, -73.95763793947506)"
19810988,2/10/2011 10:37,3/1/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10038,124 NASSAU ST,NASSAU ST,ANN ST,BEEKMAN ST,,,ADDRESS,NEW YORK,,N/A,Closed,,3/1/2011 0:00,01 MANHATTAN,MANHATTAN,982353,198297,Unspecified,MANHATTAN,,,,,,,,40.71095601,-74.00684256,"(40.710956005260954, -74.00684256396323)"
19802436,2/9/2011 10:53,2/10/2011 9:05,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11005,270-00 GRAND CENTRAL PKWY,GRAND CENTRAL PKWY,N SHORE TOWER DRWY,N SHORE TOWER DRWY,,,ADDRESS,FLORAL PARK,,N/A,Closed,,2/10/2011 9:05,13 QUEENS,QUEENS,1063161,215325,Unspecified,QUEENS,,,,,,,,40.75734174,-73.71516577,"(40.75734173717054, -73.71516577340863)"
19802171,2/9/2011 16:39,2/10/2011 9:24,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10307,266 ASPINWALL ST,ASPINWALL ST,HYLAN BLVD,CLERMONT AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,2/10/2011 9:24,03 STATEN ISLAND,STATEN ISLAND,915490,122104,Unspecified,STATEN ISLAND,,,,,,,,40.50155576,-74.24724403,"(40.50155575824301, -74.24724402677859)"
19801927,2/9/2011 10:11,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10009,753 E 5 ST,E 5 ST,AVENUE C,AVENUE D,,,ADDRESS,NEW YORK,,N/A,Closed,,3/18/2011 0:00,03 MANHATTAN,MANHATTAN,990215,202458,Unspecified,MANHATTAN,,,,,,,,40.72237515,-73.97848029,"(40.722375145309584, -73.97848029103953)"
19792626,2/8/2011 10:23,2/9/2011 11:10,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10016,331 E 29 ST,E 29 ST,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,2/9/2011 11:10,06 MANHATTAN,MANHATTAN,990540,209348,Unspecified,MANHATTAN,,,,,,,,40.74128628,-73.97730136,"(40.741286279339946, -73.97730135964142)"
19783146,2/7/2011 16:56,3/18/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10021,1360 YORK AVE,YORK AVE,E 72 ST,E 73 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,3/18/2011 0:00,08 MANHATTAN,MANHATTAN,997127,218776,Unspecified,MANHATTAN,,,,,,,,40.7671566,-73.95351289,"(40.76715660292125, -73.95351288704646)"
19783145,2/7/2011 11:53,3/7/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11235,2800 COYLE ST,COYLE ST,SHORE PKWY,EMMONS AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/7/2011 0:00,15 BROOKLYN,BROOKLYN,1002538,152438,Unspecified,BROOKLYN,,,,,,,,40.58506434,-73.93415871,"(40.58506434208762, -73.93415870953282)"
19782980,2/7/2011 8:34,3/7/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10302,1336 FOREST AVE,FOREST AVE,HAMLIN PL,VELTMAN AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,3/7/2011 0:00,01 STATEN ISLAND,STATEN ISLAND,946970,167385,Unspecified,STATEN ISLAND,,,,,,,,40.62603123,-74.13429958,"(40.62603122950837, -74.13429957705607)"
19771784,2/5/2011 12:06,2/8/2011 9:47,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10024,304 W 90 ST,W 90 ST,W END AVE,RIVERSIDE DR,,,ADDRESS,NEW YORK,,N/A,Closed,,2/8/2011 9:47,07 MANHATTAN,MANHATTAN,990813,227664,Unspecified,MANHATTAN,,,,,,,,40.79155876,-73.9762983,"(40.79155875549545, -73.97629830400187)"
19766802,2/4/2011 9:07,3/7/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11222,524 LEONARD ST,LEONARD ST,DRIGGS AVE,NASSAU AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/7/2011 0:00,01 BROOKLYN,BROOKLYN,998298,202686,Unspecified,BROOKLYN,,,,,,,,40.72299181,-73.94931908,"(40.722991806938204, -73.94931908087761)"
19766801,2/4/2011 14:03,2/7/2011 9:27,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11224,525 NEPTUNE AVE,NEPTUNE AVE,W 5 ST,W 6 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/7/2011 9:27,13 BROOKLYN,BROOKLYN,991779,150542,Unspecified,BROOKLYN,,,,,,,,40.57987587,-73.97289586,"(40.57987586534817, -73.9728958591832)"
19766800,2/4/2011 17:26,2/7/2011 9:07,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10029,325 E 115 ST,E 115 ST,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,2/7/2011 9:07,11 MANHATTAN,MANHATTAN,1001551,229284,Unspecified,MANHATTAN,,,,,,,,40.79599072,-73.9375148,"(40.79599071789047, -73.93751479929313)"
19740348,2/1/2011 12:03,2/2/2011 9:27,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11221,988 GREENE AVE,GREENE AVE,MALCOLM X BLVD,PATCHEN AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/2/2011 9:27,03 BROOKLYN,BROOKLYN,1004092,191036,Unspecified,BROOKLYN,,,,,,,,40.69100422,-73.92845043,"(40.69100422073542, -73.92845042573668)"
19740347,2/1/2011 15:40,2/2/2011 9:11,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11375,67-35 YELLOWSTONE BLVD,YELLOWSTONE BLVD,67 RD,67 DR,,,ADDRESS,FOREST HILLS,,N/A,Closed,,2/2/2011 9:11,06 QUEENS,QUEENS,1026097,204339,Unspecified,QUEENS,,,,,,,,40.72744106,-73.84901858,"(40.727441059387644, -73.84901858247126)"
19731518,1/31/2011 10:33,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11106,32-10 33 ST,33 ST,BROADWAY,34 AVE,,,ADDRESS,ASTORIA,,N/A,Closed,,3/4/2011 0:00,01 QUEENS,QUEENS,1005280,216491,Unspecified,QUEENS,,,,,,,,40.76086923,-73.92408699,"(40.760869234344, -73.9240869940177)"
19731517,1/31/2011 16:12,2/2/2011 8:56,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10030,229 EDGECOMBE AVE,EDGECOMBE AVE,W 142 ST,W 145 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,2/2/2011 8:56,09 MANHATTAN,MANHATTAN,999723,239178,Unspecified,MANHATTAN,,,,,,,,40.82315039,-73.94409409,"(40.823150388812316, -73.94409409245932)"
19731516,1/31/2011 15:50,2/1/2011 7:19,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10463,3640 JOHNSON AVE,JOHNSON AVE,W 236 ST,OXFORD AVE,,,ADDRESS,BRONX,,N/A,Closed,,2/1/2011 7:19,08 BRONX,BRONX,1009298,262717,Unspecified,BRONX,,,,,,,,40.88773592,-73.90941047,"(40.887735917592124, -73.90941047078736)"
19717491,1/29/2011 7:04,1/31/2011 10:14,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,11373,91-40 LAMONT AVE,LAMONT AVE,GLEANE ST,FORLEY ST,,,ADDRESS,ELMHURST,,N/A,Closed,,1/31/2011 10:14,04 QUEENS,QUEENS,1019146,210414,Unspecified,QUEENS,,,,,,,,40.74414557,-73.87406582,"(40.744145570561265, -73.87406581678226)"
19717377,1/29/2011 15:25,2/7/2011 7:24,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10065,345 E 64 ST,E 64 ST,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,2/7/2011 7:24,08 MANHATTAN,MANHATTAN,995065,217362,Unspecified,MANHATTAN,,,,,,,,40.7632783,-73.96095916,"(40.76327830175268, -73.96095916406479)"
19717197,1/29/2011 10:58,1/31/2011 9:20,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11432,185-01 HILLSIDE AVE,HILLSIDE AVE,184 PL,186 ST,,,ADDRESS,JAMAICA,,N/A,Closed,,1/31/2011 9:20,08 QUEENS,QUEENS,1046074,199595,Unspecified,QUEENS,,,,,,,,40.7143029,-73.77698662,"(40.71430290011374, -73.77698662462291)"
19713327,1/28/2011 14:05,1/30/2011 9:35,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,11210,1441 E 22 ST,E 22 ST,AVENUE M,AVENUE N,,,ADDRESS,BROOKLYN,,N/A,Closed,,1/30/2011 9:35,14 BROOKLYN,BROOKLYN,997373,164067,Unspecified,BROOKLYN,,,,,,,,40.61699273,-73.95273138,"(40.61699273361189, -73.95273138131778)"
19713164,1/28/2011 12:39,1/31/2011 10:45,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11364,212-08 75 AVE,75 AVE,210 ST,BELL BLVD,,,ADDRESS,OAKLAND GARDENS,,N/A,Closed,,1/31/2011 10:45,11 QUEENS,QUEENS,1050324,208076,Unspecified,QUEENS,,,,,,,,40.73755038,-73.7615727,"(40.737550378016365, -73.76157270182124)"
19712926,1/28/2011 16:50,2/2/2011 9:18,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11216,583 GREENE AVE,GREENE AVE,MARCY AVE,TOMPKINS AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/2/2011 9:18,03 BROOKLYN,BROOKLYN,999095,190277,Unspecified,BROOKLYN,,,,,,,,40.68893073,-73.9464711,"(40.68893073309856, -73.94647110429608)"
19712925,1/28/2011 11:00,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11235,216 DOVER ST,DOVER ST,ORIENTAL BLVD,ESPLANADE,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/4/2011 0:00,15 BROOKLYN,BROOKLYN,998406,149365,Unspecified,BROOKLYN,,,,,,,,40.57663713,-73.94904136,"(40.57663712750183, -73.94904135635483)"
19703997,1/27/2011 15:51,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10467,2280 OLINVILLE AVE,OLINVILLE AVE,THWAITES PL,WARING AVE,,,ADDRESS,BRONX,,N/A,Closed,,3/4/2011 0:00,11 BRONX,BRONX,1020613,252469,Unspecified,BRONX,,,,,,,,40.85956897,-73.86854389,"(40.85956896855719, -73.86854389289176)"
19703996,1/27/2011 11:40,2/7/2011 7:24,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10016,88 LEXINGTON AVE,LEXINGTON AVE,E 26 ST,E 27 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,2/7/2011 7:24,05 MANHATTAN,MANHATTAN,988916,209499,Unspecified,MANHATTAN,,,,,,,,40.74170174,-73.98316176,"(40.741701742668, -73.98316176219015)"
19684812,1/25/2011 9:50,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10463,80 VAN CORTLANDT PARK S,VAN CORTLANDT PARK S,HILLMAN AVE,GOUVERNEUR AVE,,,ADDRESS,BRONX,,N/A,Closed,,3/4/2011 0:00,08 BRONX,BRONX,1014669,261619,Unspecified,BRONX,,,,,,,,40.88470537,-73.88999052,"(40.88470537463531, -73.88999051795918)"
19684530,1/25/2011 16:43,1/28/2011 9:56,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11217,101 LAFAYETTE AVE,LAFAYETTE AVE,S PORTLAND AVE,S OXFORD ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,1/28/2011 9:56,02 BROOKLYN,BROOKLYN,991435,189665,Unspecified,BROOKLYN,,,,,,,,40.68726047,-73.97409259,"(40.68726046681265, -73.97409259256202)"
19684175,1/25/2011 10:38,1/28/2011 8:11,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11208,1426 LORING AVE,LORING AVE,RUBY ST,EMERALD ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,1/28/2011 8:11,05 BROOKLYN,BROOKLYN,1023410,182791,Unspecified,BROOKLYN,,,,,,,,40.6683092,-73.85883838,"(40.6683092015993, -73.85883837978089)"
19675177,1/24/2011 17:25,1/28/2011 10:41,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11204,1976 70 ST,70 ST,19 AVE,20 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,1/28/2011 10:41,11 BROOKLYN,BROOKLYN,987167,163004,Unspecified,BROOKLYN,,,,,,,,40.61408426,-73.98949352,"(40.61408425680397, -73.9894935192557)"
19674877,1/24/2011 10:25,1/28/2011 9:26,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10022,1075 1 AVE,1 AVE,E 58 ST,E 59 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,1/28/2011 9:26,06 MANHATTAN,MANHATTAN,994731,215934,Unspecified,MANHATTAN,,,,,,,,40.75935921,-73.96216709,"(40.75935921114467, -73.9621670897145)"
19658669,1/22/2011 11:01,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10454,362 WILLIS AVE,WILLIS AVE,E 142 ST,E 143 ST,,,ADDRESS,BRONX,,N/A,Closed,,3/4/2011 0:00,01 BRONX,BRONX,1006165,235087,Unspecified,BRONX,,,,,,,,40.81190811,-73.9208317,"(40.81190811354372, -73.9208317008432)"
19637456,1/19/2011 14:20,1/20/2011 13:32,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11379,6140 71 ST,71 ST,ELIOT AVE,62 AVE,,,ADDRESS,MIDDLE VILLAGE,,N/A,Closed,,1/20/2011 13:32,05 QUEENS,QUEENS,1015684,201776,Unspecified,QUEENS,,,,,,,,40.72044938,-73.88659997,"(40.72044938444269, -73.88659997189853)"
19637412,1/19/2011 20:23,1/28/2011 8:14,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11360,1 BAY CLUB DR,BAY CLUB DR,23 AVE,23 AVE,,,ADDRESS,BAYSIDE,,N/A,Closed,,1/28/2011 8:14,07 QUEENS,QUEENS,1044602,223167,Unspecified,QUEENS,,,,,,,,40.77901208,-73.78208492,"(40.779012083546895, -73.78208491752011)"
19637270,1/19/2011 18:43,1/28/2011 8:16,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11432,159-18 HIGHLAND AVE,HIGHLAND AVE,PARSONS BLVD,BEND,,,ADDRESS,JAMAICA,,N/A,Closed,,1/28/2011 8:16,08 QUEENS,QUEENS,1038951,197395,Unspecified,QUEENS,,,,,,,,40.70831135,-73.8026987,"(40.70831134563328, -73.80269870450499)"
19636923,1/19/2011 9:33,1/20/2011 13:29,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11101,21-03 45 AVE,45 AVE,21 ST,23 ST,,,ADDRESS,LONG ISLAND CITY,,N/A,Closed,,1/20/2011 13:29,02 QUEENS,QUEENS,998864,211543,Unspecified,QUEENS,,,,,,,,40.74730117,-73.94725789,"(40.74730116661744, -73.94725788614025)"
19628373,1/18/2011 22:13,1/28/2011 8:17,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11230,721 AVENUE M,AVENUE M,E 7 ST,E 8 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,1/28/2011 8:17,12 BROOKLYN,BROOKLYN,993293,164142,Unspecified,BROOKLYN,,,,,,,,40.6172037,-73.96742731,"(40.61720369664479, -73.96742730634917)"
19628106,1/18/2011 15:30,1/19/2011 9:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10128,1601 3 AVE,3 AVE,E 90 ST,E 91 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,1/19/2011 9:00,08 MANHATTAN,MANHATTAN,997531,223993,Unspecified,MANHATTAN,,,,,,,,40.7814753,-73.9520441,"(40.78147530043751, -73.95204410072269)"
19619112,1/17/2011 12:18,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10029,1699 LEXINGTON AVE,LEXINGTON AVE,E 106 ST,E 107 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,3/4/2011 0:00,11 MANHATTAN,MANHATTAN,999202,228049,Unspecified,MANHATTAN,,,,,,,,40.79260526,-73.94600132,"(40.79260526455614, -73.94600131838214)"
19613928,1/16/2011 11:29,1/18/2011 13:46,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10026,126 W 112 ST,W 112 ST,ST NICHOLAS AVE,7 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,1/18/2011 13:46,10 MANHATTAN,MANHATTAN,997291,230749,Unspecified,MANHATTAN,,,,,,,,40.80001906,-73.95289759,"(40.800019057280316, -73.9528975905994)"
19613919,1/16/2011 8:37,1/18/2011 9:17,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11229,2157 OCEAN AVE,OCEAN AVE,KINGS HIGHWAY,QUENTIN RD,,,ADDRESS,BROOKLYN,,N/A,Closed,,1/18/2011 9:17,15 BROOKLYN,BROOKLYN,997224,161264,Unspecified,BROOKLYN,,,,,,,,40.6092993,-73.95327346,"(40.60929929721044, -73.95327345998831)"
19613659,1/16/2011 14:41,1/18/2011 10:44,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11215,310 13 ST,13 ST,5 AVE,6 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,1/18/2011 10:44,06 BROOKLYN,BROOKLYN,987885,181947,Unspecified,BROOKLYN,,,,,,,,40.66607847,-73.98689721,"(40.666078468887555, -73.98689721376876)"
19610274,1/15/2011 13:00,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11105,2145 23 ST,23 ST,21 RD,DITMARS BLVD,,,ADDRESS,ASTORIA,,N/A,Closed,,3/4/2011 0:00,01 QUEENS,QUEENS,1007847,223672,Unspecified,QUEENS,,,,,,,,40.78057272,-73.91479556,"(40.780572719529424, -73.91479556222642)"
19610212,1/15/2011 9:48,2/16/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10460,2035 MARMION AVE,MARMION AVE,E 179 ST,SOUTHERN BLVD,,,ADDRESS,BRONX,,N/A,Closed,,2/16/2011 0:00,06 BRONX,BRONX,1015928,247104,Unspecified,BRONX,,,,,,,,40.8448617,-73.885506,"(40.844861703346965, -73.88550599505311)"
19596920,1/13/2011 16:41,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11412,111-17 202 ST,202 ST,111 AVE,112 AVE,,,ADDRESS,SAINT ALBANS,,N/A,Closed,,3/4/2011 0:00,12 QUEENS,QUEENS,1052307,195924,Unspecified,QUEENS,,,,,,,,40.70418116,-73.75453998,"(40.70418116359404, -73.7545399798628)"
19596914,1/13/2011 15:29,1/14/2011 8:06,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10301,141 GRYMES HILL RD,GRYMES HILL RD,BERTHA PL,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,1/14/2011 8:06,01 STATEN ISLAND,STATEN ISLAND,958411,166387,Unspecified,STATEN ISLAND,,,,,,,,40.62333269,-74.09308009,"(40.6233326880332, -74.09308009023893)"
19596873,1/13/2011 14:15,2/20/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11229,2135 E 19 ST,E 19 ST,AVENUE U,AVENUE V,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/20/2011 0:00,15 BROOKLYN,BROOKLYN,997458,157300,Unspecified,BROOKLYN,,,,,,,,40.59841858,-73.95243845,"(40.59841858047043, -73.9524384484633)"
19596751,1/13/2011 10:35,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10003,245 E 19 ST,E 19 ST,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,3/4/2011 0:00,06 MANHATTAN,MANHATTAN,988792,207359,Unspecified,MANHATTAN,,,,,,,,40.73582804,-73.98361069,"(40.73582803793631, -73.98361068703271)"
19596699,1/13/2011 8:11,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11211,50 DIVISION AVE,DIVISION AVE,WYTHE AVE,BERRY ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,3/4/2011 0:00,01 BROOKLYN,BROOKLYN,993472,196891,Unspecified,BROOKLYN,,,,,,,,40.70709227,-73.96673776,"(40.707092265932474, -73.96673776023567)"
19580149,1/11/2011 19:56,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10309,776 CORRELL AVE,CORRELL AVE,ASHLEY LANE,BLOOMINGDALE RD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,3/4/2011 0:00,03 STATEN ISLAND,STATEN ISLAND,923472,137972,Unspecified,STATEN ISLAND,,,,,,,,40.5451686,-74.21868529,"(40.54516860385061, -74.2186852902467)"
19580031,1/11/2011 15:52,2/16/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11234,1772 E 32 ST,E 32 ST,QUENTIN RD,AVENUE R,,,ADDRESS,BROOKLYN,,N/A,Closed,,2/16/2011 0:00,18 BROOKLYN,BROOKLYN,1001394,162062,Unspecified,BROOKLYN,,,,,,,,40.61148256,-73.93825297,"(40.61148255605129, -73.9382529652142)"
19579926,1/11/2011 12:53,2/16/2011 0:00,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10461,1770 MAHAN AVE,MAHAN AVE,ROBERTS AVE,BUHRE AVE,,,ADDRESS,BRONX,,N/A,Closed,,2/16/2011 0:00,10 BRONX,BRONX,1031481,248048,Unspecified,BRONX,,,,,,,,40.84738321,-73.82928615,"(40.84738320790192, -73.82928615388184)"
19579781,1/11/2011 8:49,1/24/2011 7:44,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,10453,10 RICHMOND PLZA,RICHMOND PLZA,DEAD END,HARLEM RIVER PARK BRIDGE,,,ADDRESS,BRONX,,N/A,Closed,,1/24/2011 7:44,05 BRONX,BRONX,1005643,249618,Unspecified,BRONX,,,,,,,,40.8517928,-73.92267109,"(40.85179279618346, -73.92267109339231)"
19571687,1/10/2011 21:09,1/24/2011 7:44,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10462,766 BRADY AVE,BRADY AVE,ANTIN PL,HOLLAND AVE,,,ADDRESS,BRONX,,N/A,Closed,,1/24/2011 7:44,11 BRONX,BRONX,1021369,249557,Unspecified,BRONX,,,,,,,,40.85157326,-73.865827,"(40.85157326102141, -73.86582700135057)"
19559118,1/8/2011 15:53,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10469,3333 HONE AVE,HONE AVE,DUNCAN ST,E GUN HILL RD,,,ADDRESS,BRONX,,N/A,Closed,,3/4/2011 0:00,12 BRONX,BRONX,1023665,257587,Unspecified,BRONX,,,,,,,,40.87360321,-73.8574805,"(40.873603206016746, -73.85748050479314)"
19559066,1/8/2011 12:36,1/13/2011 8:55,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10467,2541 OLINVILLE AVE,OLINVILLE AVE,MACE AVE,ALLERTON AVE,,,ADDRESS,BRONX,,N/A,Closed,,1/13/2011 8:55,11 BRONX,BRONX,1020643,254034,Unspecified,BRONX,,,,,,,,40.86386429,-73.86842694,"(40.86386429320643, -73.86842694196743)"
19559037,1/8/2011 11:28,3/4/2011 0:00,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10462,2167 CRUGER AVE,CRUGER AVE,LYDIG AVE,PELHAM PKWY,,,ADDRESS,BRONX,,N/A,Closed,,3/4/2011 0:00,11 BRONX,BRONX,1021133,250980,Unspecified,BRONX,,,,,,,,40.85547996,-73.86667223,"(40.85547995707067, -73.86667223359657)"
19559014,1/8/2011 9:51,1/10/2011 9:28,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11235,2113 AVENUE Z,AVENUE Z,E 21 ST,E 22 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,1/10/2011 9:28,15 BROOKLYN,BROOKLYN,998667,153746,Unspecified,BROOKLYN,,,,,,,,40.58866168,-73.94809247,"(40.5886616819642, -73.94809246583868)"
19554325,1/7/2011 16:47,1/13/2011 9:12,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11215,939 UNION ST,UNION ST,8 AVE,PROSPECT PARK,,,ADDRESS,BROOKLYN,,N/A,Closed,,1/13/2011 9:12,06 BROOKLYN,BROOKLYN,992021,184514,Unspecified,BROOKLYN,,,,,,,,40.67312165,-73.97198556,"(40.673121646021954, -73.97198555547638)"
19547066,1/6/2011 22:08,1/14/2011 7:45,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10306,193 KISWICK ST,KISWICK ST,BEDFORD AVE,MIDLAND AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,1/14/2011 7:45,02 STATEN ISLAND,STATEN ISLAND,957580,148556,Unspecified,STATEN ISLAND,,,,,,,,40.57438777,-74.09600321,"(40.57438776879776, -74.09600321090471)"
